bill_number,bill_date,customer_name,service_name,staff_name,customer_id,staff_id,service_id,service_category,service_cost
682,08-07-2017,Lucilia Morkham,Hair Cut,Cristine Bosman,1030,51,3,STYLE,100
683,08-07-2017,Ara Maykin,Color full color,Dayle Pfeffle,1161,56,1,COLOR,200
684,08-07-2017,Arleta Corss,Shampoo,Ralina Pollicatt,1170,54,5,STYLE,100
685,08-07-2017,Mei Vidler,Blowdry + style,June Pynn,1156,53,2,STYLE,50
686,08-07-2017,Lindsay Worsell,Hair Cut,Ralina Pollicatt,1133,54,3,STYLE,100
687,08-08-2017,Perry McClurg,Shampoo,Cristine Bosman,1163,51,5,STYLE,100
688,08-08-2017,Hinda Duddell,Shaving,Jackie Leggate,1115,52,6,STYLE,100
689,08-08-2017,Robinett Dawidsohn,Shampoo,Ralina Pollicatt,1072,54,5,STYLE,100
690,08-09-2017,Dale Jonk,Color full color,Jackie Leggate,1079,52,1,COLOR,200
691,08-09-2017,Milt Underwood,Hair Cut,Munroe Cumes,1134,55,3,STYLE,100
692,08-09-2017,Nathanael Grigoliis,Hair Spa,Dayle Pfeffle,1136,56,4,STYLE,200
693,08-09-2017,Ken Simonot,Color full color,Ralina Pollicatt,1075,54,1,COLOR,200
694,08-09-2017,Sigvard Sheahan,Shaving,Cristine Bosman,1126,51,6,STYLE,100
695,08-10-2017,Sylvia Yersin,Color full color,June Pynn,1168,53,1,COLOR,200
696,08-10-2017,Amabel Yanez,Shaving,Cloris Dudeney,1084,57,6,STYLE,100
697,08-10-2017,Aleece O'Fergus,Shampoo,Munroe Cumes,1020,55,5,STYLE,100
698,08-11-2017,Oby Downey,Shaving,Munroe Cumes,1107,55,6,STYLE,100
699,08-11-2017,Suki Ebbers,Hair Cut,Ralina Pollicatt,1021,54,3,STYLE,100
700,08-11-2017,Kahaleel Roseaman,Shaving,Cristine Bosman,1061,51,6,STYLE,100
701,08-11-2017,Gene Gommes,Shaving,June Pynn,1029,53,6,STYLE,100
702,08-11-2017,Kristofer Ezzle,Hair Cut,Munroe Cumes,1045,55,3,STYLE,100
703,08-11-2017,Gaelan Siddle,Hair Cut,Ralina Pollicatt,1009,54,3,STYLE,100
704,08-12-2017,Amabel Yanez,Hair Spa,Cristine Bosman,1084,51,4,STYLE,200
705,08-12-2017,Athena McClean,Blowdry + style,Dayle Pfeffle,1012,56,2,STYLE,50
706,08-12-2017,Lindsay Worsell,Blowdry + style,Jackie Leggate,1133,52,2,STYLE,50
707,8/13/2017,Rossie Kumar,Hair Cut,Cristine Bosman,1140,51,3,STYLE,100
708,8/13/2017,Amity Chisholm,Hair Cut,Cristine Bosman,1139,51,3,STYLE,100
709,8/13/2017,Allx Ogborn,Hair Cut,June Pynn,1099,53,3,STYLE,100
710,8/13/2017,Toby Shiliton,Blowdry + style,Ralina Pollicatt,1062,54,2,STYLE,50
711,8/14/2017,Gabbi Bagshaw,Shaving,June Pynn,1106,53,6,STYLE,100
712,8/14/2017,Marla Ainley,Hair Cut,June Pynn,1146,53,3,STYLE,100
713,8/15/2017,Boycey Robart,Blowdry + style,Cloris Dudeney,1077,57,2,STYLE,50
714,8/15/2017,Conny Matveichev,Hair Spa,June Pynn,1016,53,4,STYLE,200
715,8/15/2017,King Harsent,Shaving,June Pynn,1157,53,6,STYLE,100
716,8/15/2017,Boycey Robart,Blowdry + style,Cloris Dudeney,1077,57,2,STYLE,50
717,8/16/2017,Carce Francklin,Shampoo,Cloris Dudeney,1036,57,5,STYLE,100
718,8/16/2017,Enrichetta Sircomb,Hair Cut,Cloris Dudeney,1105,57,3,STYLE,100
719,8/16/2017,Amabel Yanez,Shaving,Ralina Pollicatt,1084,54,6,STYLE,100
720,8/16/2017,Stacie Klaiser,Hair Cut,Dayle Pfeffle,1164,56,3,STYLE,100
721,8/17/2017,Aurthur Bavridge,Blowdry + style,Ralina Pollicatt,1098,54,2,STYLE,50
722,8/17/2017,Francine Kunkler,Shaving,Cristine Bosman,1089,51,6,STYLE,100
723,8/18/2017,Rex Sturdgess,Shaving,Ralina Pollicatt,1033,54,6,STYLE,100
724,8/18/2017,Allan MacLeod,Shampoo,Cloris Dudeney,1011,57,5,STYLE,100
725,8/18/2017,Chiquita Benet,Color full color,Jackie Leggate,1117,52,1,COLOR,200
726,8/19/2017,Dori Killoran,Shampoo,Munroe Cumes,1014,55,5,STYLE,100
727,8/19/2017,Ilysa Hansen,Hair Spa,Cloris Dudeney,1097,57,4,STYLE,200
728,8/19/2017,Marne Simanek,Color full color,Munroe Cumes,1053,55,1,COLOR,200
729,8/19/2017,Alexandro Wheatcroft,Blowdry + style,Munroe Cumes,1130,55,2,STYLE,50
730,8/19/2017,Mab Limb,Shampoo,Jackie Leggate,1113,52,5,STYLE,100
731,8/20/2017,Ebony Izkovicz,Hair Spa,Munroe Cumes,1008,55,4,STYLE,200
732,8/20/2017,Ulrica Petti,Hair Spa,Jackie Leggate,1123,52,4,STYLE,200
733,8/20/2017,Eb Levay,Shaving,Munroe Cumes,1092,55,6,STYLE,100
734,8/21/2017,Hephzibah Orteu,Blowdry + style,Ralina Pollicatt,1035,54,2,STYLE,50
735,8/21/2017,Amity Chisholm,Shaving,Munroe Cumes,1139,55,6,STYLE,100
736,8/23/2017,Allan MacLeod,Hair Cut,Jackie Leggate,1011,52,3,STYLE,100
737,8/23/2017,Isiahi Fowgies,Blowdry + style,Dayle Pfeffle,1125,56,2,STYLE,50
738,8/23/2017,Sylvia Yersin,Hair Cut,June Pynn,1168,53,3,STYLE,100
739,8/23/2017,Rosabelle Merrifield,Hair Cut,Cloris Dudeney,1034,57,3,STYLE,100
740,8/23/2017,Audrie Quickfall,Shampoo,Cloris Dudeney,1169,57,5,STYLE,100
741,8/23/2017,Audrie Quickfall,Hair Cut,Ralina Pollicatt,1169,54,3,STYLE,100
742,8/24/2017,Benjy Bewley,Shaving,Ralina Pollicatt,1068,54,6,STYLE,100
743,8/24/2017,Pierce Hryskiewicz,Shampoo,Munroe Cumes,1067,55,5,STYLE,100
744,8/24/2017,Diann Leedes,Blowdry + style,Cristine Bosman,1076,51,2,STYLE,50
745,8/24/2017,Walton Hulse,Shampoo,Munroe Cumes,1052,55,5,STYLE,100
746,8/24/2017,Suki Ebbers,Hair Spa,Jackie Leggate,1021,52,4,STYLE,200
747,8/25/2017,Laney Pontain,Hair Cut,Cloris Dudeney,1124,57,3,STYLE,100
748,8/25/2017,Ilysa Hansen,Color full color,Munroe Cumes,1097,55,1,COLOR,200
749,8/25/2017,Lotty Danbye,Hair Spa,Cloris Dudeney,1119,57,4,STYLE,200
750,8/25/2017,Athena McClean,Hair Cut,Ralina Pollicatt,1012,54,3,STYLE,100
751,8/25/2017,Diann Leedes,Shaving,Ralina Pollicatt,1076,54,6,STYLE,100
752,8/25/2017,Ewen McCaskell,Blowdry + style,Jackie Leggate,1018,52,2,STYLE,50
753,8/26/2017,Jarid Crut,Shaving,Cloris Dudeney,1054,57,6,STYLE,100
754,8/26/2017,Marty Creighton,Hair Spa,Cloris Dudeney,1028,57,4,STYLE,200
755,8/26/2017,Stanley Wheelband,Color full color,Munroe Cumes,1120,55,1,COLOR,200
756,8/26/2017,Gilburt Marchment,Color full color,Cristine Bosman,1091,51,1,COLOR,200
757,8/27/2017,Zenia McKie,Color full color,Dayle Pfeffle,1095,56,1,COLOR,200
758,8/27/2017,Nathanael Grigoliis,Blowdry + style,Munroe Cumes,1136,55,2,STYLE,50
759,8/27/2017,Torie Soff,Color full color,Cloris Dudeney,1137,57,1,COLOR,200
760,8/27/2017,Zenia McKie,Hair Cut,Munroe Cumes,1095,55,3,STYLE,100
761,8/27/2017,Natala Hammatt,Shampoo,Munroe Cumes,1090,55,5,STYLE,100
762,8/28/2017,Shayna Borrowman,Color full color,Ralina Pollicatt,1148,54,1,COLOR,200
763,8/29/2017,Toby MacDwyer,Color full color,Dayle Pfeffle,1122,56,1,COLOR,200
764,8/29/2017,Kienan O'Dwyer,Hair Cut,Jackie Leggate,1132,52,3,STYLE,100
765,8/29/2017,Dav Uccelli,Color full color,Cristine Bosman,1149,51,1,COLOR,200
766,8/29/2017,Bobinette Boothe,Blowdry + style,Jackie Leggate,1088,52,2,STYLE,50
767,8/30/2017,Anton Mulcock,Blowdry + style,Cristine Bosman,1142,51,2,STYLE,50
768,8/30/2017,Bibi Morritt,Shaving,Dayle Pfeffle,1165,56,6,STYLE,100
769,8/30/2017,Susanetta Petzold,Shampoo,Jackie Leggate,1001,52,5,STYLE,100
770,8/30/2017,King Harsent,Shaving,Ralina Pollicatt,1157,54,6,STYLE,100
771,8/31/2017,Rebecka Iddins,Shaving,Munroe Cumes,1074,55,6,STYLE,100
772,8/31/2017,Dale Jonk,Hair Spa,Cloris Dudeney,1079,57,4,STYLE,200
773,09-01-2017,Alexandro Wheatcroft,Shaving,Jackie Leggate,1130,52,6,STYLE,100
774,09-01-2017,Trace Larenson,Shaving,Dayle Pfeffle,1026,56,6,STYLE,100
775,09-01-2017,Bibi Morritt,Hair Spa,Cristine Bosman,1165,51,4,STYLE,200
776,09-01-2017,Aurthur Bavridge,Hair Spa,Cloris Dudeney,1098,57,4,STYLE,200
777,09-01-2017,Isiahi Fowgies,Blowdry + style,June Pynn,1125,53,2,STYLE,50
778,09-02-2017,Sibby De La Coste,Hair Spa,Munroe Cumes,1082,55,4,STYLE,200
779,09-02-2017,Pavia Maynard,Hair Spa,Dayle Pfeffle,1166,56,4,STYLE,200
780,09-02-2017,Ken Simonot,Hair Spa,Cristine Bosman,1075,51,4,STYLE,200
781,09-04-2017,Dale Jonk,Shaving,Cloris Dudeney,1079,57,6,STYLE,100
782,09-04-2017,Meir Corbyn,Shaving,Cloris Dudeney,1047,57,6,STYLE,100
783,09-04-2017,Oby Downey,Blowdry + style,Munroe Cumes,1107,55,2,STYLE,50
784,09-05-2017,Wheeler Human,Hair Spa,Dayle Pfeffle,1058,56,4,STYLE,200
785,09-05-2017,Courtenay Shyre,Color full color,Cloris Dudeney,1114,57,1,COLOR,200
786,09-05-2017,Hamnet Sacase,Shampoo,Munroe Cumes,1071,55,5,STYLE,100
787,09-05-2017,Rubie Kremer,Blowdry + style,Ralina Pollicatt,1160,54,2,STYLE,50
788,09-06-2017,Rossie Kumar,Hair Cut,Ralina Pollicatt,1140,54,3,STYLE,100
789,09-06-2017,Arleta Corss,Hair Spa,Dayle Pfeffle,1170,56,4,STYLE,200
790,09-06-2017,Heddie Chatainier,Shaving,Cloris Dudeney,1038,57,6,STYLE,100
791,09-07-2017,Gabriell Ballham,Color full color,June Pynn,1070,53,1,COLOR,200
792,09-07-2017,Boycey Robart,Blowdry + style,Jackie Leggate,1077,52,2,STYLE,50
793,09-07-2017,Walliw Monelli,Shaving,Jackie Leggate,1111,52,6,STYLE,100
794,09-07-2017,Hephzibah Orteu,Shampoo,June Pynn,1035,53,5,STYLE,100
795,09-08-2017,Josefa Gwinnell,Shaving,Munroe Cumes,1102,55,6,STYLE,100
796,09-08-2017,Courtenay Shyre,Shaving,Cloris Dudeney,1114,57,6,STYLE,100
797,09-08-2017,Allx Ogborn,Hair Cut,Ralina Pollicatt,1099,54,3,STYLE,100
798,09-09-2017,Vida Peddie,Shampoo,Munroe Cumes,1153,55,5,STYLE,100
799,09-09-2017,Andriana Rieme,Blowdry + style,June Pynn,1006,53,2,STYLE,50
800,09-09-2017,Feliza Salt,Color full color,Cloris Dudeney,1159,57,1,COLOR,200
801,09-10-2017,Amity Chisholm,Hair Spa,Dayle Pfeffle,1139,56,4,STYLE,200
802,09-10-2017,Lindsay Worsell,Hair Spa,Munroe Cumes,1133,55,4,STYLE,200
803,09-10-2017,Archibold Woltering,Blowdry + style,Cristine Bosman,1145,51,2,STYLE,50
804,09-10-2017,Cornelle Sodo,Shampoo,Munroe Cumes,1143,55,5,STYLE,100
805,09-10-2017,Alisun Mityashin,Blowdry + style,June Pynn,1055,53,2,STYLE,50
806,09-11-2017,Dav Uccelli,Color full color,Ralina Pollicatt,1149,54,1,COLOR,200
807,09-11-2017,Ezra Dudman,Hair Spa,Munroe Cumes,1103,55,4,STYLE,200
808,09-11-2017,Paddy Pandie,Shampoo,Dayle Pfeffle,1044,56,5,STYLE,100
809,09-11-2017,Shayna Borrowman,Blowdry + style,Cloris Dudeney,1148,57,2,STYLE,50
810,09-12-2017,Benton Isacq,Shampoo,Cloris Dudeney,1002,57,5,STYLE,100
811,09-12-2017,Torie Soff,Color full color,June Pynn,1137,53,1,COLOR,200
812,09-12-2017,Mitchell Dockwra,Hair Spa,Munroe Cumes,1141,55,4,STYLE,200
813,09-12-2017,Gene Gommes,Shaving,June Pynn,1029,53,6,STYLE,100
814,09-12-2017,Tammi Covolini,Hair Cut,Cloris Dudeney,1060,57,3,STYLE,100
815,9/13/2017,Courtenay Shyre,Hair Cut,Cloris Dudeney,1114,57,3,STYLE,100
816,9/13/2017,Ewen McCaskell,Blowdry + style,Cloris Dudeney,1018,57,2,STYLE,50
817,9/13/2017,Indira Vallentin,Hair Cut,Munroe Cumes,1073,55,3,STYLE,100
818,9/13/2017,Eb Levay,Hair Cut,Ralina Pollicatt,1092,54,3,STYLE,100
819,9/14/2017,Eward Jilkes,Color full color,Cloris Dudeney,1013,57,1,COLOR,200
820,9/14/2017,Kahaleel Roseaman,Blowdry + style,June Pynn,1061,53,2,STYLE,50
821,9/14/2017,Rubie Kremer,Shaving,Jackie Leggate,1160,52,6,STYLE,100
822,9/14/2017,Torie Soff,Blowdry + style,June Pynn,1137,53,2,STYLE,50
823,9/14/2017,Natala Hammatt,Shaving,Ralina Pollicatt,1090,54,6,STYLE,100
824,9/15/2017,Torrie Dalgarnowch,Hair Cut,June Pynn,1116,53,3,STYLE,100
825,9/15/2017,Gilburt Marchment,Shaving,Ralina Pollicatt,1091,54,6,STYLE,100
826,9/16/2017,Quint Flear,Hair Cut,Jackie Leggate,1050,52,3,STYLE,100
827,9/16/2017,Konstantin Carillo,Hair Cut,Jackie Leggate,1063,52,3,STYLE,100
828,9/16/2017,Sabine Gioan,Shampoo,Cristine Bosman,1154,51,5,STYLE,100
829,9/16/2017,Mab Limb,Hair Spa,Jackie Leggate,1113,52,4,STYLE,200
830,9/16/2017,Meir Corbyn,Hair Cut,June Pynn,1047,53,3,STYLE,100
831,9/18/2017,Feliza Salt,Shampoo,Cristine Bosman,1159,51,5,STYLE,100
832,9/19/2017,Rebecka Iddins,Shampoo,Cristine Bosman,1074,51,5,STYLE,100
833,9/19/2017,Tammi Covolini,Shaving,Jackie Leggate,1060,52,6,STYLE,100
834,9/19/2017,Meyer Ellcock,Shampoo,Jackie Leggate,1162,52,5,STYLE,100
835,9/19/2017,Adamo Prudence,Shaving,Ralina Pollicatt,1085,54,6,STYLE,100
836,9/20/2017,Jenilee Chaves,Hair Spa,Cloris Dudeney,1010,57,4,STYLE,200
837,9/20/2017,Torie Soff,Shaving,Jackie Leggate,1137,52,6,STYLE,100
838,9/20/2017,Meir Corbyn,Blowdry + style,Dayle Pfeffle,1047,56,2,STYLE,50
839,9/20/2017,Leanor McAuslene,Blowdry + style,Cristine Bosman,1080,51,2,STYLE,50
840,9/20/2017,Aleece O'Fergus,Hair Cut,Cloris Dudeney,1020,57,3,STYLE,100
841,9/20/2017,Pavia Maynard,Hair Spa,Cloris Dudeney,1166,57,4,STYLE,200
842,9/20/2017,Bevon Bohl,Blowdry + style,Munroe Cumes,1096,55,2,STYLE,50
843,9/21/2017,Amabel Yanez,Hair Spa,Cristine Bosman,1084,51,4,STYLE,200
844,9/22/2017,Indira Vallentin,Blowdry + style,Dayle Pfeffle,1073,56,2,STYLE,50
845,9/22/2017,Meir Corbyn,Hair Spa,Cristine Bosman,1047,51,4,STYLE,200
846,9/22/2017,Domini Kintish,Hair Cut,June Pynn,1056,53,3,STYLE,100
847,9/23/2017,Gabbi Bagshaw,Color full color,Cloris Dudeney,1106,57,1,COLOR,200
848,9/23/2017,Benjy Bewley,Shaving,Jackie Leggate,1068,52,6,STYLE,100
849,9/23/2017,Maddalena Mitchell,Hair Spa,Munroe Cumes,1037,55,4,STYLE,200
850,9/23/2017,Torie Soff,Color full color,June Pynn,1137,53,1,COLOR,200
851,9/24/2017,Ulrica Petti,Color full color,June Pynn,1123,53,1,COLOR,200
852,9/24/2017,Athena McClean,Blowdry + style,Cloris Dudeney,1012,57,2,STYLE,50
853,9/24/2017,Diandra Eatherton,Shampoo,Jackie Leggate,1046,52,5,STYLE,100
854,9/26/2017,Meir Corbyn,Hair Cut,Munroe Cumes,1047,55,3,STYLE,100
855,9/26/2017,Belle Parley,Hair Cut,Ralina Pollicatt,1041,54,3,STYLE,100
856,9/26/2017,Bevon Bohl,Color full color,Munroe Cumes,1096,55,1,COLOR,200
857,9/26/2017,Gaelan Siddle,Color full color,Cloris Dudeney,1009,57,1,COLOR,200
858,9/26/2017,Paddy Pandie,Color full color,Ralina Pollicatt,1044,54,1,COLOR,200
859,9/26/2017,Winn Dongles,Hair Cut,Munroe Cumes,1152,55,3,STYLE,100
860,9/27/2017,Sigvard Sheahan,Shampoo,Cloris Dudeney,1126,57,5,STYLE,100
861,9/28/2017,Claudelle Jarritt,Hair Spa,Dayle Pfeffle,1083,56,4,STYLE,200
862,9/28/2017,Mitchell Dockwra,Shampoo,Munroe Cumes,1141,55,5,STYLE,100
863,9/28/2017,Gabbi Bagshaw,Hair Cut,Cristine Bosman,1106,51,3,STYLE,100
864,9/29/2017,Hamnet Sacase,Color full color,June Pynn,1071,53,1,COLOR,200
865,9/29/2017,Wheeler Human,Hair Cut,Munroe Cumes,1058,55,3,STYLE,100
866,9/30/2017,Tommi Minett,Blowdry + style,Dayle Pfeffle,1087,56,2,STYLE,50
867,9/30/2017,Ramsay Thome,Blowdry + style,Dayle Pfeffle,1015,56,2,STYLE,50
868,9/30/2017,Claudelle Jarritt,Blowdry + style,Dayle Pfeffle,1083,56,2,STYLE,50
869,9/30/2017,Aurthur Bavridge,Shaving,June Pynn,1098,53,6,STYLE,100
870,9/30/2017,Jarid Crut,Blowdry + style,Jackie Leggate,1054,52,2,STYLE,50
871,10-01-2017,Josi Masser,Shaving,Munroe Cumes,1048,55,6,STYLE,100
872,10-01-2017,Nonah Pavinese,Hair Spa,June Pynn,1104,53,4,STYLE,200
873,10-02-2017,Konstantin Carillo,Color full color,Cloris Dudeney,1063,57,1,COLOR,200
874,10-02-2017,Walliw Monelli,Shaving,Ralina Pollicatt,1111,54,6,STYLE,100
875,10-02-2017,Andras Sterre,Shampoo,Cristine Bosman,1049,51,5,STYLE,100
876,10-02-2017,Lari Swayland,Hair Spa,Cloris Dudeney,1081,57,4,STYLE,200
877,10-03-2017,Ken Simonot,Shampoo,Cristine Bosman,1075,51,5,STYLE,100
878,10-03-2017,Kristofer Ezzle,Color full color,Dayle Pfeffle,1045,56,1,COLOR,200
879,10-03-2017,Chiquita Benet,Hair Cut,Cristine Bosman,1117,51,3,STYLE,100
880,10-03-2017,Perry McClurg,Hair Spa,Jackie Leggate,1163,52,4,STYLE,200
881,10-03-2017,Marla Ainley,Color full color,Ralina Pollicatt,1146,54,1,COLOR,200
882,10-04-2017,Ezra Dudman,Hair Cut,Dayle Pfeffle,1103,56,3,STYLE,100
883,10-05-2017,Boycey Robart,Shaving,Dayle Pfeffle,1077,56,6,STYLE,100
884,10-05-2017,Mari Clifford,Hair Cut,Cloris Dudeney,1101,57,3,STYLE,100
885,10-06-2017,Bucky Kealey,Shaving,Dayle Pfeffle,1042,56,6,STYLE,100
886,10-06-2017,Francine Kunkler,Hair Spa,Jackie Leggate,1089,52,4,STYLE,200
887,10-06-2017,Trueman Eiler,Blowdry + style,Dayle Pfeffle,1024,56,2,STYLE,50
888,10-07-2017,King Harsent,Shampoo,Jackie Leggate,1157,52,5,STYLE,100
889,10-07-2017,Laney Pontain,Hair Cut,Dayle Pfeffle,1124,56,3,STYLE,100
890,10-08-2017,King Harsent,Blowdry + style,Dayle Pfeffle,1157,56,2,STYLE,50
891,10-08-2017,Ted Boshere,Shampoo,Jackie Leggate,1064,52,5,STYLE,100
892,10-08-2017,Sigvard Sheahan,Hair Spa,Dayle Pfeffle,1126,56,4,STYLE,200
893,10-09-2017,Bibi Morritt,Shampoo,Cristine Bosman,1165,51,5,STYLE,100
894,10-09-2017,Gusta Guichard,Hair Cut,Cristine Bosman,1109,51,3,STYLE,100
895,10-09-2017,Sylvia Yersin,Shaving,Cloris Dudeney,1168,57,6,STYLE,100
896,10-09-2017,Aleksandr Branford,Shampoo,Cloris Dudeney,1022,57,5,STYLE,100
897,10-10-2017,Hi Gregori,Hair Cut,June Pynn,1069,53,3,STYLE,100
898,10-10-2017,Domini Kintish,Hair Spa,Cloris Dudeney,1056,57,4,STYLE,200
899,10-10-2017,Sayer McClay,Color full color,Cristine Bosman,1019,51,1,COLOR,200
900,10-10-2017,Ramsay Thome,Shaving,Cristine Bosman,1015,51,6,STYLE,100
901,10-11-2017,Lindsay Worsell,Hair Cut,Cloris Dudeney,1133,57,3,STYLE,100
902,10-11-2017,Velvet Napoli,Hair Spa,Cloris Dudeney,1051,57,4,STYLE,200
903,10-12-2017,Maddalena Mitchell,Hair Spa,June Pynn,1037,53,4,STYLE,200
904,10-12-2017,Nathanael Grigoliis,Color full color,Ralina Pollicatt,1136,54,1,COLOR,200
905,10-12-2017,Jarid Crut,Blowdry + style,June Pynn,1054,53,2,STYLE,50
906,10/13/2017,Ramsay Thome,Shampoo,Ralina Pollicatt,1015,54,5,STYLE,100
907,10/13/2017,Marla Ainley,Hair Cut,Cloris Dudeney,1146,57,3,STYLE,100
908,10/13/2017,Hinda Duddell,Color full color,Cloris Dudeney,1115,57,1,COLOR,200
909,10/14/2017,Kristofer Ezzle,Hair Cut,Jackie Leggate,1045,52,3,STYLE,100
910,10/15/2017,Meir Corbyn,Hair Cut,June Pynn,1047,53,3,STYLE,100
911,10/15/2017,Rosabelle Merrifield,Hair Cut,Cristine Bosman,1034,51,3,STYLE,100
912,10/15/2017,Carol-jean Blacker,Shampoo,Munroe Cumes,1057,55,5,STYLE,100
913,10/16/2017,Kristofer Ezzle,Hair Spa,Munroe Cumes,1045,55,4,STYLE,200
914,10/17/2017,Isiahi Fowgies,Shampoo,Jackie Leggate,1125,52,5,STYLE,100
915,10/17/2017,Bucky Kealey,Shampoo,June Pynn,1042,53,5,STYLE,100
916,10/17/2017,Sibby De La Coste,Blowdry + style,Munroe Cumes,1082,55,2,STYLE,50
917,10/17/2017,Enrichetta Sircomb,Color full color,Munroe Cumes,1105,55,1,COLOR,200
918,10/18/2017,Winn Dongles,Hair Spa,Jackie Leggate,1152,52,4,STYLE,200
919,10/18/2017,Theda Wanderschek,Shampoo,Cristine Bosman,1065,51,5,STYLE,100
920,10/18/2017,Eb Levay,Hair Cut,June Pynn,1092,53,3,STYLE,100
921,10/18/2017,Alejandra Lapworth,Blowdry + style,Cristine Bosman,1138,51,2,STYLE,50
922,10/18/2017,Nonah Pavinese,Shampoo,Cloris Dudeney,1104,57,5,STYLE,100
923,10/18/2017,Kahaleel Roseaman,Hair Spa,June Pynn,1061,53,4,STYLE,200
924,10/19/2017,Gene Gommes,Hair Cut,Dayle Pfeffle,1029,56,3,STYLE,100
925,10/19/2017,Pierce Hryskiewicz,Shampoo,Munroe Cumes,1067,55,5,STYLE,100
926,10/19/2017,Patin Crowd,Blowdry + style,Jackie Leggate,1100,52,2,STYLE,50
927,10/19/2017,Walton Hulse,Shaving,Cristine Bosman,1052,51,6,STYLE,100
928,10/20/2017,Meyer Ellcock,Blowdry + style,Ralina Pollicatt,1162,54,2,STYLE,50
929,10/20/2017,Domini Kintish,Shaving,Jackie Leggate,1056,52,6,STYLE,100
930,10/20/2017,Elroy Evered,Hair Spa,Cloris Dudeney,1150,57,4,STYLE,200
931,10/21/2017,Egon Waistell,Hair Spa,Ralina Pollicatt,1121,54,4,STYLE,200
932,10/21/2017,Lari Swayland,Color full color,Cloris Dudeney,1081,57,1,COLOR,200
933,10/21/2017,Rebecka Iddins,Hair Cut,Munroe Cumes,1074,55,3,STYLE,100
934,10/22/2017,Archibold Woltering,Hair Spa,Munroe Cumes,1145,55,4,STYLE,200
935,10/22/2017,Domini Kintish,Blowdry + style,June Pynn,1056,53,2,STYLE,50
936,10/22/2017,Stanley Wheelband,Shampoo,Cloris Dudeney,1120,57,5,STYLE,100
937,10/23/2017,Bobinette Boothe,Blowdry + style,Cristine Bosman,1088,51,2,STYLE,50
938,10/23/2017,Starlene Rubinshtein,Hair Cut,Cristine Bosman,1040,51,3,STYLE,100
939,10/23/2017,Patin Crowd,Shaving,Dayle Pfeffle,1100,56,6,STYLE,100
940,10/24/2017,Claudelle Jarritt,Blowdry + style,Jackie Leggate,1083,52,2,STYLE,50
941,10/24/2017,Amabel Yanez,Hair Cut,Ralina Pollicatt,1084,54,3,STYLE,100
942,10/24/2017,Carce Francklin,Blowdry + style,Jackie Leggate,1036,52,2,STYLE,50
943,10/25/2017,Sylvia Yersin,Blowdry + style,June Pynn,1168,53,2,STYLE,50
944,10/25/2017,Bevon Bohl,Hair Cut,Cloris Dudeney,1096,57,3,STYLE,100
945,10/26/2017,Tommi Minett,Shaving,Dayle Pfeffle,1087,56,6,STYLE,100
946,10/26/2017,Nani Gravey,Shaving,Cloris Dudeney,1094,57,6,STYLE,100
947,10/27/2017,Shayna Borrowman,Shaving,Jackie Leggate,1148,52,6,STYLE,100
948,10/27/2017,Ebony Izkovicz,Color full color,Munroe Cumes,1008,55,1,COLOR,200
949,10/27/2017,Gilburt Marchment,Blowdry + style,Cristine Bosman,1091,51,2,STYLE,50
950,10/27/2017,Diandra Eatherton,Hair Spa,June Pynn,1046,53,4,STYLE,200
951,10/27/2017,Lonnard Hounsham,Hair Cut,Dayle Pfeffle,1078,56,3,STYLE,100
952,10/28/2017,Rebecka Iddins,Shaving,Cristine Bosman,1074,51,6,STYLE,100
953,10/29/2017,Toby MacDwyer,Hair Spa,Jackie Leggate,1122,52,4,STYLE,200
954,10/29/2017,Archibold Woltering,Color full color,June Pynn,1145,53,1,COLOR,200
955,10/30/2017,Oby Downey,Shampoo,Ralina Pollicatt,1107,54,5,STYLE,100
956,10/31/2017,Ara Maykin,Color full color,Cristine Bosman,1161,51,1,COLOR,200
957,10/31/2017,Feliza Salt,Blowdry + style,Ralina Pollicatt,1159,54,2,STYLE,50
958,10/31/2017,Josefa Gwinnell,Blowdry + style,Ralina Pollicatt,1102,54,2,STYLE,50
959,10/31/2017,Walton Hulse,Blowdry + style,Cristine Bosman,1052,51,2,STYLE,50
960,10/31/2017,Tobe Elstub,Blowdry + style,Cloris Dudeney,1007,57,2,STYLE,50
961,11-01-2017,Anton Mulcock,Shampoo,Dayle Pfeffle,1142,56,5,STYLE,100
962,11-03-2017,Leanor McAuslene,Blowdry + style,June Pynn,1080,53,2,STYLE,50
963,11-03-2017,Dale Jonk,Hair Spa,Dayle Pfeffle,1079,56,4,STYLE,200
964,11-03-2017,Pavia Maynard,Blowdry + style,June Pynn,1166,53,2,STYLE,50
965,11-04-2017,Annadiane Tattersdill,Hair Cut,Ralina Pollicatt,1093,54,3,STYLE,100
966,11-04-2017,Ewen McCaskell,Color full color,Cristine Bosman,1018,51,1,COLOR,200
967,11-05-2017,Bucky Kealey,Shampoo,Ralina Pollicatt,1042,54,5,STYLE,100
968,11-06-2017,Benjy Bewley,Shaving,Ralina Pollicatt,1068,54,6,STYLE,100
969,11-06-2017,Andriana Rieme,Shaving,Cloris Dudeney,1006,57,6,STYLE,100
970,11-06-2017,Web Addionisio,Blowdry + style,Munroe Cumes,1027,55,2,STYLE,50
971,11-07-2017,Andras Sterre,Blowdry + style,Cristine Bosman,1049,51,2,STYLE,50
